uniq_idx,story,source,main_entities,sent_idx,lex_bias,bias,sentence,inf_entities,lex_entities,inf_pol,lex_pol,inf_dir,lex_dir,lex_start_ends,inf_start_ends,stance,inf_quote,article,uniq_idx
73hpo10,73,hpo,['Richard Blumenthal'],10,0,0,"And he describes the hostile reaction directed at veterans coming back from Vietnam, intimating that he was among them.""",[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo10
73hpo11,73,hpo,['Richard Blumenthal'],11,0,0,Blumenthal told the Times he had misspoken at the 2008 event in Norfolk in which he said he served in Vietnam.,[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo11
73hpo12,73,hpo,['Richard Blumenthal'],12,0,1,"In a televised March debate, Blumenthal stated clearly he had not served in Vietnam.",['Richard Blumenthal'],[],['Positive'],[],['Direct'],[],[],"[(0, 84)]",Left,['No'],73hpo,73hpo12
73hpo13,73,hpo,['Richard Blumenthal'],13,0,0,Blumenthal's campaign said he planned an event Tuesday with veterans showing their support for him.,[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo13
73hpo14,73,hpo,['Richard Blumenthal'],14,0,1,"Kevin Rennie, a former Republican state lawmaker, published a blog post stating that the Times piece was ""fed to the paper by the Linda McMahon [Senate] campaign.""",['Richard Blumenthal'],[],['Positive'],[],['Indirect (Opponent)'],[],[],"[(0, 163)]",Left,['No'],73hpo,73hpo14
73hpo15,73,hpo,['Richard Blumenthal'],15,0,0,"McMahon, the CEO of World Wrestling Entertainment, is one of the Republican Senate candidates running to face Blumenthal in November.",[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo15
73hpo16,73,hpo,['Richard Blumenthal'],16,0,0,Rennie wrote:,[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo16
73hpo17,73,hpo,['Richard Blumenthal'],17,0,0,"""The Blumenthal Bombshell comes at the end of more than 2 months of deep, persistent research by Republican Linda McMahon's Senate campaign.",[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo17
73hpo18,73,hpo,['Richard Blumenthal'],18,0,0,It gave the explosive Norwalk video recording to The Times.,[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo18
73hpo19,73,hpo,['Richard Blumenthal'],19,0,0,"This is what comes of $16 million, a crack opposition research operation and an opponent who, in the words of the president Blumenthal worked for on a draft deferment, who gave them the sword.""",[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo19
73hpo20,73,hpo,['Richard Blumenthal'],20,0,0,"Rennie's article was initially re-posted on Linda McMahon's website, but the story has since been removed.",[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo20
73hpo21,73,hpo,['Richard Blumenthal'],21,0,0,"On Tuesday morning, a set of response points were circulated by Democrats close to Blumenthal's campaign:",[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo21
73hpo22,73,hpo,['Richard Blumenthal'],22,0,0,"-Here are the facts: unlike many of his peers, Dick Blumenthal voluntarily joined the Marine Corps Reserves in 1970 and served for six months in Parris Island, SC and six years in the reserves.",[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo22
73hpo23,73,hpo,['Richard Blumenthal'],23,0,0,He received no special treatment from anyone.,[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo23
73hpo24,73,hpo,['Richard Blumenthal'],24,0,0,Today's story unfortunately distorts Dick Blumenthal's record of service by implying that he did not serve.,[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo24
73hpo25,73,hpo,['Richard Blumenthal'],25,0,0,"-In the past twenty years, Dick has attended literally hundreds of vets events, debates, news conferences where he was clear, honest, and proud about his service in the Marine Corps Reserve.",[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo25
73hpo26,73,hpo,['Richard Blumenthal'],26,0,0,"In fact, as recently as the US Senate debate on March 1, 2010, Blumenthal clearly stated ""serving in the United States military gave me a perspective as well, even in the reserves.",[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo26
73hpo27,73,hpo,['Richard Blumenthal'],27,0,0,"Although I did not serve in Vietnam, I have seen first-hand the affects of military action, and no one wants it to be the first resort, nor do we want to mortgage the countries future....""",[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo27
73hpo28,73,hpo,['Richard Blumenthal'],28,0,0,-Dick has been a constant champion of veterans and of the military.,[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo28
73hpo29,73,hpo,['Richard Blumenthal'],29,0,0,"Today Connecticut veterans will come together to show they have his back, just like he has had theirs.",[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo29
73hpo30,73,hpo,['Richard Blumenthal'],30,0,0,"-On a few occasions out of hundreds, Dick misspoke and he'll be the first to admit that those were mistakes.",[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo30
73hpo31,73,hpo,['Richard Blumenthal'],31,0,0,That doesn't take anything away from Dick's service or his long record of standing up for veterans - he is known throughout the state as a strong advocate for vets services and benefits.,[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo31
73hpo32,73,hpo,['Richard Blumenthal'],32,0,1,-His opponent's campaign admits they are the ones who cherry-picked the quotes and are behind the hit piece.,['Richard Blumenthal'],[],['Positive'],[],['Indirect (Opponent)'],[],[],"[(0, 108)]",Left,['Yes'],73hpo,73hpo32
73hpo33,73,hpo,['Richard Blumenthal'],33,0,1,"It is no surprise Linda McMahon would want to smear the Attorney General, considering all of the debauchery at the WWF under her watch, including her attempt to interfere with an investigation into widespread drug abuse.",['Richard Blumenthal'],[],['Positive'],[],['Indirect (Opponent)'],[],[],"[(0, 220)]",Left,['Yes'],73hpo,73hpo33
73hpo34,73,hpo,['Richard Blumenthal'],34,0,0,UPDATE: Richard Blumenthal defended himself against charges that he repeatedly made misleading comments about his military service during a press conference on Tuesday afternoon. Details here.,[],[],[],[],[],[],[],[],Left,[],73hpo,73hpo34
72hpo00,72,hpo,"['Barack Obama', 'Bernie Sanders', 'Hillary Clinton']",0,0,0,"WASHINGTON -- With presumptive Democratic presidential nominee Hillary Clinton officially reaching the number of delegates required for the nomination, President Barack Obama congratulated her on Tuesday evening, and signaled that the campaign of rival Sen. Bernie Sanders (I-Vt.) might be coming to an end.",[],[],[],[],[],[],[],[],Left,[],72hpo,72hpo00
72hpo01,72,hpo,"['Barack Obama', 'Bernie Sanders', 'Hillary Clinton']",1,0,0,"According to the White House, Obama spoke to both Clinton and Sanders by phone following Tuesday's primaries and caucuses and will meet with Sanders on Thursday, at Sanders' request.",[],[],[],[],[],[],[],[],Left,[],72hpo,72hpo01
72hpo02,72,hpo,"['Barack Obama', 'Bernie Sanders', 'Hillary Clinton']",2,0,0,"""The President congratulated Secretary Clinton for securing the delegates necessary to clinch the Democratic Nomination for President.",[],[],[],[],[],[],[],[],Left,[],72hpo,72hpo02
72hpo03,72,hpo,"['Barack Obama', 'Bernie Sanders', 'Hillary Clinton']",3,1,1,"Her historic campaign inspired millions and is an extension of her lifelong fight for middle-class families and children,"" White House Press Secretary Josh Earnest said in a statement.",['Hillary Clinton'],['Hillary Clinton'],['Positive'],['Positive'],['Direct'],['Direct'],"[(4, 12)]","[(0, 39)]",Left,['Yes'],72hpo,72hpo03
72hpo04,72,hpo,"['Barack Obama', 'Bernie Sanders', 'Hillary Clinton']",4,0,1,"""The President thanked Senator Sanders for energizing millions of Americans with his commitment to issues like fighting economic inequality and special interests' influence on our politics.""",['Bernie Sanders'],[],['Positive'],[],['Direct'],[],[],"[(0, 190)]",Left,['Yes'],72hpo,72hpo04
72hpo05,72,hpo,"['Barack Obama', 'Bernie Sanders', 'Hillary Clinton']",5,0,0,"Obama will meet with Sanders in Washington on Thursday, the same day the Vermont senator plans to hold a rally there.",[],[],[],[],[],[],[],[],Left,[],72hpo,72hpo05
72hpo06,72,hpo,"['Barack Obama', 'Bernie Sanders', 'Hillary Clinton']",6,1,0,"The meeting was arranged ""at Senator Sanders' request,"" Earnest said, and the two will discuss ""how to build on the extraordinary work he has done to engage millions of Democratic voters, and to build on that enthusiasm in the weeks and months ahead.""",[],['Bernie Sanders'],[],['Positive'],[],['Direct'],"[(116, 129)]",[],Left,[],72hpo,72hpo06
72hpo07,72,hpo,"['Barack Obama', 'Bernie Sanders', 'Hillary Clinton']",7,0,0,"Obama has yet to make an endorsement in the race, but White House officials have said that it could come as early as this week.",[],[],[],[],[],[],[],[],Left,[],72hpo,72hpo07
72hpo08,72,hpo,"['Barack Obama', 'Bernie Sanders', 'Hillary Clinton']",8,0,0,"In recent months, Obama has privately suggested that Sanders drop out of the race to help Democrats unite around Clinton and prepare for the general election.",[],[],[],[],[],[],[],[],Left,[],72hpo,72hpo08
72hpo09,72,hpo,"['Barack Obama', 'Bernie Sanders', 'Hillary Clinton']",9,0,0,"He has also shown an eagerness to assail presumptive GOP nominee Donald Trump, which could be an important asset in helping Clinton defeat Trump in the general election.",[],[],[],[],[],[],[],[],Left,[],72hpo,72hpo09
46nyt00,46,nyt,"['Michael Flynn', 'Donald Trump']",0,0,0,"WASHINGTON — President Trump on Monday said the F.B.I. ruined the life of his former national security adviser and said his Democratic opponent for president, Hillary Clinton, suffered no consequences after she lied “many times” to the F.B.I.",[],[],[],[],[],[],[],[],Center,[],46nyt,46nyt00
46nyt01,46,nyt,"['Michael Flynn', 'Donald Trump']",1,0,0,"Michael T. Flynn, Mr. Trump’s first national security adviser, pleaded guilty on Friday to lying to the F.B.I. when he was questioned early this year about his conversations with the Russian ambassador.",[],[],[],[],[],[],[],[],Center,[],46nyt,46nyt01
46nyt02,46,nyt,"['Michael Flynn', 'Donald Trump']",2,0,0,"He was the fourth person charged in the investigation of Robert S. Mueller III, the special counsel appointed to lead an inquiry into Russia’s influence on the 2016 election and possible ties to Trump associates.",[],[],[],[],[],[],[],[],Center,[],46nyt,46nyt02
46nyt03,46,nyt,"['Michael Flynn', 'Donald Trump']",3,0,0,"As he left for Utah on Monday, the president said he felt “very badly” for Mr. Flynn, whom he fired in February for lying to the vice president about the content of these conversations.",[],[],[],[],[],[],[],[],Center,[],46nyt,46nyt03
46nyt04,46,nyt,"['Michael Flynn', 'Donald Trump']",4,0,0,Mr. Trump’s comments Monday on Mr. Flynn come at a time when the special counsel investigation is focusing intensely on the president’s inner circle.,[],[],[],[],[],[],[],[],Center,[],46nyt,46nyt04
46nyt05,46,nyt,"['Michael Flynn', 'Donald Trump']",5,0,0,Mr. Trump once encouraged Mr. Flynn to seek an immunity deal.,[],[],[],[],[],[],[],[],Center,[],46nyt,46nyt05
46nyt06,46,nyt,"['Michael Flynn', 'Donald Trump']",6,0,1,Presidents typically do not weigh in on federal investigations to avoid appearing to influence the outcome.,['Donald Trump'],[],['Negative'],[],['Direct'],[],[],"[(0, 107)]",Center,['No'],46nyt,46nyt06
46nyt07,46,nyt,"['Michael Flynn', 'Donald Trump']",7,0,0,"“I feel badly for General Flynn,” Mr. Trump said on Monday. “I feel very badly.",[],[],[],[],[],[],[],[],Center,[],46nyt,46nyt07
46nyt08,46,nyt,"['Michael Flynn', 'Donald Trump']",8,0,0,He’s led a very strong life and I feel very badly.,[],[],[],[],[],[],[],[],Center,[],46nyt,46nyt08
46nyt09,46,nyt,"['Michael Flynn', 'Donald Trump']",9,0,1,Hillary Clinton lied many times to the F.B.I. Nothing happened to her.,['Michael Flynn'],[],['Positive'],[],['Indirect (Opponent)'],[],[],"[(0, 70)]",Center,['Yes'],46nyt,46nyt09
46nyt10,46,nyt,"['Michael Flynn', 'Donald Trump']",10,0,1,Flynn lied and they destroyed his life.”,['Michael Flynn'],[],['Positive'],[],['Direct'],[],[],"[(0, 40)]",Center,['Yes'],46nyt,46nyt10
46nyt11,46,nyt,"['Michael Flynn', 'Donald Trump']",11,0,1,Mr. Trump did not cite specifically what Mrs. Clinton said that he considered a lie.,['Donald Trump'],[],['Negative'],[],['Direct'],[],[],"[(0, 84)]",Center,['No'],46nyt,46nyt11
46nyt12,46,nyt,"['Michael Flynn', 'Donald Trump']",12,0,1,Mrs. Clinton gave a voluntary interview to the bureau in July 2016 during its investigation into whether she or her aides broke the law by corresponding through a private email server set up for her use as secretary of state.,['Donald Trump'],[],['Negative'],[],['Indirect (Opponent)'],[],[],"[(0, 225)]",Center,['No'],46nyt,46nyt12
46nyt13,46,nyt,"['Michael Flynn', 'Donald Trump']",13,0,1,"A few days later, the F.B.I. director at the time, James B. Comey, recommended no charges be filed against her in the matter.",['Donald Trump'],[],['Negative'],[],['Indirect (Opponent)'],[],[],"[(0, 125)]",Center,['No'],46nyt,46nyt13
47nyt00,47,nyt,"['Donald Trump', 'social media companies']",0,1,0,"BERKELEY HEIGHTS, N.J. — President Trump said on Saturday that conservative voices were being unfairly censored on social media, hinting that he might intervene if his allies’ accounts continued to be shut down.",[],['social media companies'],[],['Negative'],[],['Direct'],"[(94, 102)]",[],Center,[],47nyt,47nyt00
47nyt01,47,nyt,"['Donald Trump', 'social media companies']",1,1,0,"“Social Media is totally discriminating against Republican/Conservative voices,” Mr. Trump wrote on Twitter, saying that “censorship is a very dangerous thing.”",[],['social media companies'],[],['Negative'],[],['Direct'],"[(17, 24)]",[],Center,[],47nyt,47nyt01
47nyt02,47,nyt,"['Donald Trump', 'social media companies']",2,0,0,"“Speaking loudly and clearly for the Trump Administration, we won’t let that happen,” he added.",[],[],[],[],[],[],[],[],Center,[],47nyt,47nyt02
47nyt03,47,nyt,"['Donald Trump', 'social media companies']",3,0,0,"Social media companies, facing pressure from lawmakers and users over their role in the rise of misinformation and partisan division, have promised to step up their enforcement practices. ",[],[],[],[],[],[],[],[],Center,[],47nyt,47nyt03
47nyt04,47,nyt,"['Donald Trump', 'social media companies']",4,0,0,"They have banned a number of pages and accounts in recent weeks for being involved in activity intended to disrupt the midterm elections, and almost all of the major platforms removed content from Alex Jones, the far-right conspiracy theorist, this month over what they called hateful and violent speech.",[],[],[],[],[],[],[],[],Center,[],47nyt,47nyt04
47nyt05,47,nyt,"['Donald Trump', 'social media companies']",5,0,0,"After the content from Mr. Jones and his website, Infowars, was removed, he issued a plea to Mr. Trump to block the companies’ actions and “come out before the midterms and make the censorship the big issue.”",[],[],[],[],[],[],[],[],Center,[],47nyt,47nyt05
47nyt06,47,nyt,"['Donald Trump', 'social media companies']",6,0,0,"In the same video appeal, Mr. Jones urged Mr. Trump to “point out that the communist Chinese have penetrated and infiltrated” the American election system and are “way, way worse than the Russians.”",[],[],[],[],[],[],[],[],Center,[],47nyt,47nyt06
47nyt07,47,nyt,"['Donald Trump', 'social media companies']",7,0,1,"Minutes after his tweets on Saturday morning about social media, the president — who has long had an affinity for conspiracy theories — appeared to do just that.",['Donald Trump'],[],['Negative'],[],['Direct'],[],[],"[(81, 133)]",Center,['No'],47nyt,47nyt07
47nyt08,47,nyt,"['Donald Trump', 'social media companies']",8,1,0,"“All of the fools that are so focused on looking only at Russia should start also looking in another direction, China,” Mr. Trump wrote. ",[],['social media companies'],[],['Negative'],[],['Direct'],"[(12, 17)]",[],Center,[],47nyt,47nyt08
47nyt09,47,nyt,"['Donald Trump', 'social media companies']",9,0,0,"“But in the end, if we are smart, tough and well prepared, we will get along with everyone!",[],[],[],[],[],[],[],[],Center,[],47nyt,47nyt09
47nyt10,47,nyt,"['Donald Trump', 'social media companies']",10,0,1,"Mr. Trump’s tweets on Saturday, sent from his golf club in Bedminster, N.J., were not the first time he has accused social media companies of discriminating against Republicans. ",['Donald Trump'],[],['Negative'],[],['Direct'],[],[],"[(32, 74)]",Center,['No'],47nyt,47nyt10
47nyt11,47,nyt,"['Donald Trump', 'social media companies']",11,1,0,"Last month, he joined with prominent conservatives who have seized on the heightened enforcement of guidelines and the concept of shadow banning on Twitter — making social media posts invisible to everyone except the posters themselves — as proof of biased attacks on their views.",[],['Donald Trump'],[],['Negative'],[],['Indirect (Ally)'],"[(60, 66)]",[],Center,[],47nyt,47nyt11
47nyt12,47,nyt,"['Donald Trump', 'social media companies']",12,0,1,"Twitter has said that it does not shadow ban users, although it has struggled to define what its policies against hate speech are. ",['social media companies'],[],['Negative'],[],['Direct'],[],[],"[(52, 129)]",Center,['No'],47nyt,47nyt12
47nyt13,47,nyt,"['Donald Trump', 'social media companies']",13,0,0,"In the case of Mr. Jones, it did not initially join the other major platforms in removing his content, and has since taken relatively minor steps against him.",[],[],[],[],[],[],[],[],Center,[],47nyt,47nyt13
47nyt14,47,nyt,"['Donald Trump', 'social media companies']",14,0,0,"Mr. Jones has had his posts and videos on his personal account and on Infowars severely restricted or removed by Apple, Facebook, Google and Spotify. ",[],[],[],[],[],[],[],[],Center,[],47nyt,47nyt14
47nyt15,47,nyt,"['Donald Trump', 'social media companies']",15,0,0,"Twitter, which initially said Mr. Jones and Infowars had not violated its policies, later suspended the two accounts for a week for violating rules against inciting violence.",[],[],[],[],[],[],[],[],Center,[],47nyt,47nyt15
47nyt16,47,nyt,"['Donald Trump', 'social media companies']",16,1,0,"In his tweets on Saturday, Mr. Trump urged social media companies to “let everybody participate, good & bad,” saying that while networks like CNN and MSNBC might be “fake news,” he does not “ask that their sick behavior be removed.”",[],"['social media companies', 'Donald Trump']",[],"['Negative', 'Negative']",[],"['Direct', 'Direct']","[(206, 210), (166, 175)]",[],Center,[],47nyt,47nyt16
47nyt17,47,nyt,"['Donald Trump', 'social media companies']",17,0,1,"Yet Mr. Trump has waged relentless attacks on news coverage that he does not like, and has long expressed hostility toward traditional press freedoms. ",['Donald Trump'],[],['Negative'],[],['Direct'],[],[],"[(0, 150)]",Center,['No'],47nyt,47nyt17
47nyt18,47,nyt,"['Donald Trump', 'social media companies']",18,0,1,"He has vowed to “open up” the nation’s libel laws, even though those statutes are in fact state, not federal, laws.",['Donald Trump'],[],['Negative'],[],['Direct'],[],[],"[(51, 114)]",Center,['No'],47nyt,47nyt18
47nyt19,47,nyt,"['Donald Trump', 'social media companies']",19,0,0,,[],[],[],[],[],[],[],[],Center,[],47nyt,47nyt19
42fox00,42,FOX,"['NAACP', 'Tea Party']",0,0,0,"The NAACP adopted a resolution Tuesday condemning ""racist elements"" in the Tea Party movement and calling on the movement's leaders to repudiate bigotry, despite claims from Tea Partiers that the measure is just a political ploy.",[],[],[],[],[],[],[],[],Right,[],42FOX,42fox00
42fox01,42,FOX,"['NAACP', 'Tea Party']",1,0,0,"The nation's leading civil rights group took up the language at its annual convention in Kansas City, Mo.",[],[],[],[],[],[],[],[],Right,[],42FOX,42fox01
42fox02,42,FOX,"['NAACP', 'Tea Party']",2,0,1,"The resolution initially said the NAACP would ""repudiate the racism of the Tea Parties"" and stand against the movement's attempt to ""push our country back to the pre-civil rights era,"" though the wording was amended to downplay criticism of all Tea Partiers while asking them to repudiate bigots in their own ranks.",['Tea Party'],[],['Negative'],[],['Direct'],[],[],"[(133, 182)]",Right,['Yes'],42FOX,42fox02
42fox03,42,FOX,"['NAACP', 'Tea Party']",3,0,0,"""We take no issue with the Tea Party movement.",[],[],[],[],[],[],[],[],Right,[],42FOX,42fox03
42fox04,42,FOX,"['NAACP', 'Tea Party']",4,0,0,"We believe in freedom of assembly and people raising their voices in a democracy,"" the NAACP President Benjamin Todd Jealous said in a written statement announcing the unanimous vote.",[],[],[],[],[],[],[],[],Right,[],42FOX,42fox04
42fox05,42,FOX,"['NAACP', 'Tea Party']",5,0,1,"""What we take issue with is the Tea Party's continued tolerance for bigotry and bigoted statements.",['Tea Party'],[],['Negative'],[],['Direct'],[],[],"[(28, 98)]",Right,['Yes'],42FOX,42fox05
42fox06,42,FOX,"['NAACP', 'Tea Party']",6,0,0,"""The time has come for them to accept the responsibility that comes with influence and make clear there is no place for racism and anti-Semitism, homophobia and other forms of bigotry in their movement.""",[],[],[],[],[],[],[],[],Right,[],42FOX,42fox06
42fox07,42,FOX,"['NAACP', 'Tea Party']",7,0,0,NAACP leaders have referenced an incident in March when Tea Party protesters allegedly hurled racial epithets at black lawmakers on Capitol Hill ahead of a health care vote.,[],[],[],[],[],[],[],[],Right,[],42FOX,42fox07
42fox08,42,FOX,"['NAACP', 'Tea Party']",8,0,1,But Tea Party members have challenged claims that their activists accosted black lawmakers in March and no visual evidence has been produced depicting a racist attack.,['NAACP'],[],['Negative'],[],['Direct'],[],[],"[(104, 166)]",Right,['No'],42FOX,42fox08
42fox09,42,FOX,"['NAACP', 'Tea Party']",9,0,0,"Dallas Tea Party founder Phillip Dennis said ""there was no proof"" of racist behavior at the event and that the movement welcomes minority members.",[],[],[],[],[],[],[],[],Right,[],42FOX,42fox09
42fox10,42,FOX,"['NAACP', 'Tea Party']",10,0,0,"""We don't care about the pigment of one's skin,"" he said.",[],[],[],[],[],[],[],[],Right,[],42FOX,42fox10
42fox11,42,FOX,"['NAACP', 'Tea Party']",11,0,0,"Dennis accused the NAACP of playing the ""race card"" and called the organization ""irrelevant.""",[],[],[],[],[],[],[],[],Right,[],42FOX,42fox11
42fox12,42,FOX,"['NAACP', 'Tea Party']",12,0,0,The nearby St. Louis Tea Party had an all-hands-on-deck response to the NAACP's plan.,[],[],[],[],[],[],[],[],Right,[],42FOX,42fox12
42fox13,42,FOX,"['NAACP', 'Tea Party']",13,0,1,"The group has drafted a resolution of its own condemning the civil rights group for reducing itself to a ""bigoted"" and ""partisan attack dog organization.""",['NAACP'],[],['Negative'],[],['Direct'],[],[],"[(120, 152)]",Right,['Yes'],42FOX,42fox13
42fox14,42,FOX,"['NAACP', 'Tea Party']",14,0,0,"Debate was mostly closed to the public, but the final version ""calls on the tea party and all people of good will to repudiate the racist element and activities within the tea party,"" said Hilary Shelton, director of the NAACP's Washington bureau.",[],[],[],[],[],[],[],[],Right,[],42FOX,42fox14
42fox15,42,FOX,"['NAACP', 'Tea Party']",15,0,0,The final wording won't be released until the NAACP's national board of directors approves the resolution during its meeting in October.,[],[],[],[],[],[],[],[],Right,[],42FOX,42fox15
42fox16,42,FOX,"['NAACP', 'Tea Party']",16,0,0,"But the original called for the NAACP to ""educate its membership and the community that this movement is not just about higher taxes and limited government.""",[],[],[],[],[],[],[],[],Right,[],42FOX,42fox16
42fox17,42,FOX,"['NAACP', 'Tea Party']",17,0,0,"It said something could evolve ""and become more dangerous for that small percentage of people that really think our country has been taken away from them.""",[],[],[],[],[],[],[],[],Right,[],42FOX,42fox17
42fox18,42,FOX,"['NAACP', 'Tea Party']",18,0,0,"In a matter of hours, the St. Louis group fired off to the NAACP the statement demanding the organization withdraw its ""bigoted, false and inflammatory"" resolution.",[],[],[],[],[],[],[],[],Right,[],42FOX,42fox18
42fox19,42,FOX,"['NAACP', 'Tea Party']",19,0,0,The missive accused the NAACP of resorting to political tactics and urged the IRS to reconsider whether it can continue to qualify for tax-exempt status.,[],[],[],[],[],[],[],[],Right,[],42FOX,42fox19
42fox20,42,FOX,"['NAACP', 'Tea Party']",20,0,1,"Tea Party organizers routinely defend themselves against charges of racism, disavowing racially charged signs that appear in their protest crowds and provide fodder for Tea Party critics.",['Tea Party'],[],['Negative'],[],['Direct'],[],[],"[(0, 187)]",Right,['No'],42FOX,42fox20
42fox21,42,FOX,"['NAACP', 'Tea Party']",21,0,0,"The NAACP resolution, first reported by the Kansas City Star, was expected to make reference to the March incident on Capitol Hill.",[],[],[],[],[],[],[],[],Right,[],42FOX,42fox21
42fox22,42,FOX,"['NAACP', 'Tea Party']",22,0,0,"St. Louis Tea Party organizer Bill Hennessy wrote on the group's website Tuesday that the Tea Party stands for smaller government and fiscal responsibility, and accused the NAACP of abandoning black America.",[],[],[],[],[],[],[],[],Right,[],42FOX,42fox22
42fox23,42,FOX,"['NAACP', 'Tea Party']",23,0,1,"""When you look at the crime and poverty and family breakdown of the African-American community ... you see a half-century of failure by the NAACP,"" he wrote.",['NAACP'],[],['Negative'],[],['Direct'],[],[],"[(1, 145)]",Right,['Yes'],42FOX,42fox23
42fox24,42,FOX,"['NAACP', 'Tea Party']",24,0,1,"""None of those persistent problems was caused by the Tea Party movement, yet the principles of the Tea Party are exactly what's needed to wind down the multigenerational destruction in the African-American community.",['Tea Party'],[],['Positive'],[],['Direct'],[],[],"[(0, 216)]",Right,['Yes'],42FOX,42fox24
42fox25,42,FOX,"['NAACP', 'Tea Party']",25,0,0,"""The NAACP was once a vital weapon in the war against segregation and oppression.",[],[],[],[],[],[],[],[],Right,[],42FOX,42fox25
42fox26,42,FOX,"['NAACP', 'Tea Party']",26,0,1,"All that's left is a bigoted and malicious shell that does far more harm than good for people who need a break,"" he wrote.",['NAACP'],[],['Negative'],[],['Direct'],[],[],"[(0, 110)]",Right,['Yes'],42FOX,42fox26
42fox27,42,FOX,"['NAACP', 'Tea Party']",27,0,0,Fellow St. Louis Tea Party organizer Dana Loesch accused the NAACP of morphing into a political organization.,[],[],[],[],[],[],[],[],Right,[],42FOX,42fox27
42fox28,42,FOX,"['NAACP', 'Tea Party']",28,0,1,"“They no longer prioritize civil rights,” she told Fox News.",['NAACP'],[],['Negative'],[],['Direct'],[],[],"[(1, 39)]",Right,['Yes'],42FOX,42fox28
43fox00,43,fox,"['Barack Obama', 'Senate Republicans']",0,0,0,"The House vote to reaffirm that ""In God We Trust"" is the U.S. motto is ""not putting people back to work,"" President Obama said Wednesday in a speech pushing his jobs bill.",[],[],[],[],[],[],[],[],Left,[],43fox,43fox00
43fox01,43,fox,"['Barack Obama', 'Senate Republicans']",1,0,0,"""I trust in God, but God wants to see us help ourselves by putting people back to work,"" the president said during a speech at Key Bridge in Washington, D.C., where he was highlighting the need for federal funding of infrastructure repairs nationwide.",[],[],[],[],[],[],[],[],Left,[],43fox,43fox01
43fox02,43,fox,"['Barack Obama', 'Senate Republicans']",2,0,0,"Asked later in the day whether it was fair to invoke God in the debate over the Congressional schedule, White House Press Secretary Jay Carney said, ""Yeah, I think it's a fair jab if I do say so myself.""",[],[],[],[],[],[],[],[],Left,[],43fox,43fox02
43fox03,43,fox,"['Barack Obama', 'Senate Republicans']",3,0,0,"""I believe that phrase from the Bible is 'the Lord helps those who help themselves.'",[],[],[],[],[],[],[],[],Left,[],43fox,43fox03
43fox04,43,fox,"['Barack Obama', 'Senate Republicans']",4,0,0,"And I think the point the president is making is that, you know, we should -- we have it within our capacity to do the things to help the American people.",[],[],[],[],[],[],[],[],Left,[],43fox,43fox04
43fox05,43,fox,"['Barack Obama', 'Senate Republicans']",5,0,0,"And that's why he's working so hard to get Congress to take action on the American Jobs Act and the provisions therein,"" Carney told reporters at his daily briefing.",[],[],[],[],[],[],[],[],Left,[],43fox,43fox05
43fox06,43,fox,"['Barack Obama', 'Senate Republicans']",6,0,1,"The phrase quoted by Carney is not in the Bible, though it is often mistaken as a verse.",['Barack Obama'],[],['Negative'],[],['Indirect (Ally)'],[],[],"[(0, 88)]",Left,['No'],43fox,43fox06
43fox07,43,fox,"['Barack Obama', 'Senate Republicans']",7,0,0,"Later when the official White House briefing transcript was released, there was an asterik, to Carney's statement, ""* This common phrase does not appear in the Bible,"" it read.",[],[],[],[],[],[],[],[],Left,[],43fox,43fox07
43fox08,43,fox,"['Barack Obama', 'Senate Republicans']",8,0,1,"Carney said the particular reference by the president to God was made in the context of ""inaction by the House of Representatives, which has spent time on issues like commemorative Hall-of-Fame baseball coins and reaffirming a motto that I don't think anyone doubted, is that ‘In God We Trust' is our motto.",['Senate Republicans'],[],['Negative'],[],['Direct'],[],[],"[(89, 129)]",Left,['Yes'],43fox,43fox08
43fox09,43,fox,"['Barack Obama', 'Senate Republicans']",9,0,1,"So his point was simply that the House should get busy with matters of great importance to the United States and to the American people.""",['Senate Republicans'],[],['Negative'],[],['Direct'],[],[],"[(29, 135)]",Left,['Yes'],43fox,43fox09
43fox10,43,fox,"['Barack Obama', 'Senate Republicans']",10,1,0,"During his remarks, the president also called out House Speaker John Boehner for what the administration has made a drumbeat over the last week -- a do-nothing Congress.",[],['Senate Republicans'],[],['Negative'],[],['Direct'],"[(147, 168)]",[],Left,[],43fox,43fox10
